17
880 806
393 140 641
711 170 206
863 850 180
217 268 299
469 29 -635
333 397 -958
327 348 650
675 19 -391
245 362 -957
843 867 384
35 59 -85
111 209 912
628 502 -533
513 111 114
722 428 -498
682 5 -224
429 180 -374
360 51 -34
117 175 -79
520 84 -549
173 234 -270
845 882 -862
354 610 -993
655 774 923
316 869 280
636 126 -752
199 465 -326
274 693 85
834 452 -580
32 265 114
137 118 103
188 335 931
575 320 603
590 202 -447
199 839 -78
59 702 298
500 466 325
474 322 -252
798 856 -521
251 451 860
611 543 129
590 606 705
443 713 -946
603 382 606
335 569 534
100 599 -602
234 103 139
775 406 938
728 2 292
175 629 531
733 512 279
107 611 499
359 616 -692
544 167 -127
646 40 -617
34 706 246
534 138 -474
355 740 -764
621 845 886
709 755 829
354 92 164
102 264 61
795 262 -945
1 429 404
309 129 23
802 123 200
456 601 -389
709 537 -949
143 537 -545
109 849 -71
271 378 -413
759 11 -912
863 149 -264
633 676 -571
385 428 -439
536 27 -955
823 169 -242
505 481 -924
319 755 23
537 810 904
481 627 -96
63 107 802
37 619 -830
543 348 -304
548 565 -497
585 785 309
716 335 -999
297 104 163
608 725 827
659 255 -577
673 651 851
364 312 -750
9 698 -173
312 502 -556
469 89 532
792 40 775
332 613 -529
366 184 -996
80 219 30
882 629 -359
472 308 -231
623 636 -418
421 279 610
786 101 366
877 796 703
193 790 -162
316 311 -195
433 525 -245
620 757 -423
15 747 -90
443 806 -893
774 748 -175
59 828 -509
576 645 432
774 813 407
484 766 368
187 116 738
145 621 -714
600 360 569
721 319 501
488 393 -736
86 751 607
57 31 218
308 13 -985
444 409 -102
263 196 921
292 538 -715
197 181 -850
854 74 985
465 627 -870
491 335 524
112 333 -764
211 559 -54
401 844 -765
732 246 591
643 377 -764
845 808 -601
338 812 889
270 77 -559
702 659 317
281 332 808
520 778 65
268 316 875
782 755 722
178 249 257
46 763 -90
496 841 84
345 531 -701
585 531 -795
483 505 -849
269 533 822
72 451 -865
308 832 -633
427 509 -1000
546 356 -756
95 280 -688
140 674 -82
517 813 -927
407 259 -661
800 425 93
633 599 -598
486 84 129
112 196 -13
837 175 614
226 271 -247
398 539 -817
320 425 -695
135 99 935
878 290 -322
458 384 673
85 242 -60
747 698 -946
115 691 -245
874 356 751
726 610 -657
718 635 519
72 471 -379
216 505 -43
627 158 -134
125 136 851
464 654 -702
767 401 -730
873 114 -900
338 259 883
547 138 -996
696 187 145
152 390 469
761 884 -893
770 103 -156
306 690 166
5 599 183
550 470 -960
468 586 -394
97 664 -400
171 562 -259
657 858 -187
30 769 97
242 27 -70
391 358 -918
374 798 852
216 843 -716
479 173 -972
552 308 153
22 29 -793
729 324 -946
812 876 427
203 186 -681
747 10 -293
569 109 707
153 28 382
546 798 -996
577 729 -581
380 448 -781
406 826 150
800 10 853
158 171 -6
880 388 60
473 516 -744
237 31 915
473 345 -454
257 282 -514
63 623 -879
130 691 -487
168 792 -491
588 143 27
864 497 248
188 590 452
813 523 -359
594 78 425
599 878 767
116 252 346
237 410 276
11 868 -677
371 358 -360
334 880 -593
673 590 415
479 529 -427
260 675 -476
592 142 501
220 788 310
470 794 -596
651 321 686
201 538 786
564 39 435
114 193 463
424 731 85
531 110 259
178 48 -585
783 90 -863
140 436 617
815 116 213
723 181 911
364 804 -515
550 679 -493
427 857 546
670 19 473
436 192 -677
116 326 532
190 627 785
774 22 -419
636 427 683
116 311 -736
709 408 -958
764 278 336
616 829 -300
701 216 171
849 440 466
490 275 -934
187 531 -820
457 643 76
737 466 713
157 565 -940
78 336 -758
326 879 -335
34 595 335
346 594 -359
823 288 -499
153 378 -800
575 616 -237
141 578 37
798 533 471
664 155 -340
181 342 -259
656 495 914
813 771 105
13 249 300
261 722 -589
187 791 654
866 35 984
545 4 -703
480 791 -232
853 790 -837
262 292 228
460 563 -130
790 628 -216
866 802 145
695 638 164
519 689 -634
575 486 -554
61 283 250
358 839 387
274 199 -78
618 692 375
559 805 775
847 579 96
718 1 273
606 47 -41
815 86 656
821 275 -780
286 166 -474
807 716 595
580 47 96
674 700 -32
668 525 731
790 246 -416
878 854
98 148 -688
439 277 164
245 382 -898
640 145 -841
187 112 -526
555 2 -296
149 318 -542
600 675 402
749 305 -45
800 64 630
621 75 -247
178 440 468
376 379 780
99 663 979
231 104 -47
55 678 512
836 842 -128
805 132 985
664 42 976
178 172 865
780 246 -402
802 2 39
864 506 -50
523 779 167
280 130 -455
801 764 -342
747 666 -871
237 821 -896
18 327 -207
627 57 -974
509 218 821
10 549 61
217 696 -676
384 830 -376
777 592 -869
635 380 961
875 96 942
707 815 -465
45 108 -101
815 214 402
637 56 467
103 460 -436
309 600 -788
412 858 -952
655 91 -668
400 742 748
313 269 -645
103 34 902
395 43 -72
71 672 -430
574 319 -791
207 649 -585
497 65 842
705 682 -232
54 460 835
145 615 -954
206 46 252
544 396 897
316 604 -385
40 484 820
814 256 141
337 575 882
523 837 -380
645 90 -934
820 80 766
190 591 248
818 819 958
427 133 -366
592 594 -770
247 190 513
25 566 -171
174 500 675
834 690 -647
511 843 397
526 252 986
868 784 -772
101 68 90
62 644 -100
234 563 -776
850 731 -955
327 471 -879
784 53 -756
584 779 64
441 713 -185
82 542 23
287 517 -492
789 331 -990
812 811 854
158 327 -893
69 472 -192
449 9 -412
187 47 -298
859 520 88
501 773 -281
682 347 -399
806 726 -129
445 560 -459
604 833 -218
440 474 -55
374 572 555
258 436 -340
146 813 675
347 237 -757
392 64 -798
324 208 814
302 107 513
76 43 225
147 67 -92
335 534 78
774 227 177
669 789 -782
37 761 596
653 723 -801
575 12 -561
345 661 683
62 385 702
160 589 423
778 88 485
236 92 -342
747 857 -659
89 785 230
684 2 499
474 158 -204
331 24 568
75 737 760
541 842 -912
858 568 -636
502 875 -905
402 876 -234
573 574 724
86 718 -913
845 254 136
804 210 -514
37 639 849
458 322 382
198 801 -561
564 589 -511
464 792 -737
602 781 637
232 17 814
544 123 -137
105 465 -462
817 5 293
103 205 -316
79 663 371
751 629 -248
616 607 2
484 340 -588
176 485 -281
363 139 3
686 708 338
238 733 375
69 492 767
697 568 233
321 217 27
56 147 -726
443 600 205
255 11 -627
825 254 283
516 415 372
470 135 729
245 328 -417
705 448 514
600 568 -70
625 231 -353
771 257 -538
761 434 -281
472 181 913
758 840 637
452 685 -15
795 92 -462
458 227 214
308 645 359
622 355 350
565 156 975
272 245 -764
741 570 851
90 434 1000
341 652 921
200 403 50
27 821 -337
228 409 -799
23 241 -955
859 304 909
678 790 373
612 189 887
747 209 -829
705 442 -891
773 515 -31
863 396 -367
6 121 597
485 715 -267
245 293 -796
337 385 287
405 808 -927
319 530 -709
477 487 -678
58 663 785
313 747 496
495 620 86
512 158 -544
700 635 713
767 385 -741
740 692 -420
709 589 142
194 545 -883
665 605 -178
235 833 192
489 555 20
178 79 156
82 286 -764
376 594 935
658 654 250
550 358 -279
329 620 130
591 163 -507
857 677 242
128 256 206
826 521 674
319 173 -716
490 839 417
514 201 -944
398 8 -421
511 133 626
43 342 196
120 169 -497
341 12 84
106 759 314
861 319 -633
759 356 -13
863 343 -984
271 13 231
333 724 4
815 130 -765
681 190 -723
619 654 569
555 315 386
248 298 641
32 309 586
43 860 -512
362 226 680
538 820 518
527 482 282
626 101 -918
531 275 741
312 22 -514
149 194 262
655 196 -359
355 643 -394
735 603 280
179 231 422
156 637 362
206 78 -134
786 501 -164
470 875 280
788 809 645
849 534 507
555 110 -616
448 298 267
336 145 713
385 615 804
278 165 847
682 599 203
274 245 922
675 314 -979
332 451 -462
721 616 753
54 56 43
595 834 564
630 846 -850
40 598 -802
48 173 934
762 616 186
4 666 168
224 830 9
699 749 -880
771 722 -856
315 412 610
612 749 968
284 472 390
871 109 963
473 826 -229
133 711 245
104 111 -977
393 518 -689
812 566 127
675 229 -354
832 380 -184
304 603 -48
680 620 987
482 308 150
224 482 -523
263 329 690
64 681 546
160 749 -323
26 430 -928
10 268 135
64 428 86
702 15 980
341 531 984
553 842 -733
283 381 -717
2 656 -447
474 781 -389
661 746 67
467 408 -699
210 278 906
782 202 -499
722 149 -268
811 353 354
352 620 445
277 846 608
716 302 -953
780 581 21
741 213 -639
88 221 -213
239 22 -476
196 489 117
291 785 921
787 121 -541
753 311 -814
227 141 235
243 331 462
577 141 48
786 618 -222
315 361 -951
835 702 803
538 468 323
553 681 -50
851 482 926
349 59 175
137 432 -280
606 797 879
699 219 -582
580 722 930
305 282 -6
134 488 -679
539 354 590
123 355 864
235 89 -528
653 368 -622
232 335 973
586 180 416
834 125 850
687 458 -134
411 431 -313
726 696 -411
289 188 113
712 399 -405
715 397 -240
523 271 701
625 584 -851
188 874 -717
669 314 -71
832 53 952
545 682 370
403 324 -764
36 599 -459
125 309 581
267 36 580
104 717 -468
122 647 907
579 234 -744
796 682 553
133 605 138
182 44 -366
521 556 -518
369 123 -810
358 731 992
571 824 3
878 335 437
418 38 -274
284 40 -290
276 329 39
215 56 -885
672 322 580
206 297 600
638 767 997
392 35 -654
253 546 -183
256 841 -214
107 690 114
640 858 -66
762 843 426
163 319 656
493 351 564
189 857 658
236 259 986
221 385 577
557 379 326
10 774 -528
787 552 638
783 682 988
141 214 251
765 698 -852
728 688 -471
392 712 -317
201 113 124
679 495 449
784 99 -924
380 876 -484
431 420 442
203 352 92
41 672 512
178 731 -371
627 519 242
259 568 -467
88 833 -644
706 184 871
285 620 259
169 813 302
191 658 219
267 207 -564
801 649 -666
366 224 -225
22 457 -957
693 532 -248
528 415 -498
637 345 -143
17 736 -525
473 493 -326
473 766 352
830 179 303
369 604 -133
490 60 -126
794 554 520
426 788 -485
878 406 -5
181 423 873
260 370 264
747 527 480
233 596 -515
142 237 -420
320 373 149
588 627 622
166 754 -912
477 558 302
630 798 -202
734 509 -675
575 190 -484
75 439 -66
526 709 -64
579 587 -115
457 530 -885
123 737 -322
248 781 -661
436 683 -304
119 552 209
447 112 -699
704 769 19
730 686 -619
273 219 -851
196 790 -362
840 597 -521
531 458 224
759 120 -37
246 712 -996
848 510 700
153 842 -874
191 127 892
227 165 447
756 202 -100
519 219 -819
556 590 892
842 536 649
451 366 -610
796 139 -495
191 630 -481
32 340 -89
640 36 888
525 712 284
451 138 -709
383 449 -821
231 77 521
311 13 239
399 464 13
773 400 613
588 755 -940
520 501 -363
199 642 -775
828 157 134
826 732 948
737 165 -904
541 839 -594
463 156 644
553 775 672
72 283 -404
203 755 -506
839 639 862
375 747 -57
228 230 -170
5 874 -343
470 54 759
476 148 735
226 606 -318
662 213 -564
405 388 876
152 347 -279
627 338 970
426 138 637
570 741 511
96 669 -704
555 275 804
349 634 -42
147 38 607
50 405 496
422 795 -280
708 542 -883
433 837 879
298 254 226
878 442 -860
530 525 600
371 261 382
869 73 863
193 806 725
596 381 488
48 771 740
245 520 -677
811 514 409
326 356 -153
204 806 -510
694 86 -686
626 396 906
335 650 256
823 101 799
260 148 -990
757 592 -707
435 568 -351
511 671 119
713 136 -930
301 402 -800
75 121 -964
547 671 -996
146 336 594
395 247 -138
586 153 -68
429 108 -67
537 29 -104
359 87 -299
560 38 845
27 795 222
381 874 -380
6 326 943
518 361 -916
303 214 -539
846 287 -709
12 421 112
427 238 992
88 13 -184
293 487 276
272 824 541
718 267 -280
672 344 -168
97 615 -987
286 89 -533
850 328 -147
249 127 902
223 668 967
369 313 -584
641 771 800
209 246 640
184 178 480
697 603 51
828 854 962
139 841 198
827 239 246
414 249 -244
625 694 -788
197 746 844
450 60 -890
119 582 478
473 347 123
124 609 143
197 65 -753
330 615 737
657 367 -808
853 5 -881
770 825 471
581 558 -969
641 389 -725
587 586 439
154 438 442
296 237 237
161 118 -940
260 356 -830
491 854 -249
878 700 -799
130 400 247
66 676 881
8 125 655
124 30 -495
644 693 -163
407 812 -894
827 557 -742
322 677 286
855 773 -322
42 325 324
771 116 -535
457 222 -937
143 702 -824
290 636 934
615 575 868
86 770 -802
773 378 205
619 83 -655
554 35 507
302 846 630
505 723 -659
455 312 116
287 846 -419
796 780 155
729 588 162
375 106 69
10 127 473
75 647 434
31 163 284
779 327 362
637 472 -104
511 204 669
545 16 -272
521 69 -684
82 263 -133
471 454 -180
198 665 -673
816 727 549
865 643 770
615 272 -269
504 573 -808
493 127 -124
754 131 533
287 113 547
547 727 0
265 863 951
645 51 506
45 452 149
710 580 514
332 606 120
579 554 862
593 98 -797
437 633 170
531 288 65
643 122 -135
776 451 504
303 335 840
82 160 37
324 764 122
442 702 -761
152 218 30
653 118 349
385 547 -508
298 650 193
142 645 430
89 39 -856
350 429 -845
43 20 254
636 449 645
298 644 -403
612 88 708
849 368 -681
481 536 -560
301 397 232
863 616 -183
22 561 -714
445 398 -719
60 742 370
616 223 -817
355 688 -210
830 861 -401
600 683 -244
475 680 -972
467 351 -92
521 192 578
591 837 74
10 183 -308
116 100 69
305 3 294
331 640 464
77 715 -315
230 143 -831
477 69 -234
723 400 -322
259 859 -788
54 88 328
315 871 -487
378 62 21
808 763 -653
114 73 689
803 438 -676
877 278 -367
520 755 -871
680 443 760
594 307 357
43 72 208
794 10 -571
57 759 303
863 733 -12
721 174 375
366 460 -789
699 24 612
447 150 923
688 507 -266
1 525 41
732 86 323
638 57 -709
496 128 -577
373 751 728
98 791 -267
161 285 -111
788 114 983
569 750 -510
624 361 -52
670 299 -956
75 533 -878
199 106 412
289 452 335
17 431 -356
390 113 428
694 234 706
528 231 -43
512 86 -668
840 142 -627
449 695 -777
173 517 -968
395 416 -695
684 535 401
632 461 236
465 367 36
794 220 39
358 606 -261
504 728 -264
325 329 155
685 388 -441
403 369 173
318 194 469
785 365 -462
164 371 152
121 496 296
307 105 943
283 680 -981
439 626 40
102 807 408
204 358 -574
268 709 842
591 345 505
735 515 -555
831 182 405
41 204 -240
616 419 846
10 697 -554
224 453 355
790 540 -173
201 807 -189
504 497 -270
718 294 730
284 675 958
685 584 35
48 387 -490
648 824 6
97 588 -68
671 743 -651
38 435 339
110 661 868
687 139 68
61 198 552
187 204 -822
849 426 684
319 709 -507
463 336 -951
256 525 -241
713 45 833
383 505 -372
65 635 -687
215 24 -991
92 277 566
639 263 -505
570 532 -86
96 361 425
631 739 941
767 636 -105
418 84 -681
57 264 368
147 587 529
302 60 178
546 474 468
846 570 866
30 39 856
483 339 -230
94 253 423
871 813 -442
823 331 -796
526 119 603
786 515 151
329 757 540
622 704 294
234 216 -900
396 321 660
48 504 -934
260 867 388
338 5 -525
478 304 -95
414 270 949
548 191 -263
546 68 -728
332 853 857
592 246 688
142 125 -793
786 857 577
582 585 935
127 445 838
19 354 -182
866 535 327
383 214 823
588 695 390
202 760 -783
458 455 493
722 114 -97
551 820 459
259 209 -905
621 168 -14
681 788 392
418 556 247
193 134 -950
122 795 471
603 689 464
325 688 764
121 190 743
866 725 -361
221 721 -844
139 661 -565
259 854 711
657 659 -474
78 673 199
134 322 -872
866 276 -750
520 108 505
626 596 -912
732 172 -22
91 25 -98
288 160 -584
491 8 597
348 75 529
417 13 -885
315 783 -263
773 788 318
597 820 970
315 128 769
375 670 623
262 814 568
355 754 485
470 807 -81
839 59 -161
588 387 -959
821 224 -446
260 346 182
935 978
161 61 -289
466 379 43
222 203 -236
323 484 -195
705 388 -828
339 340 -983
493 127 454
124 850 954
412 9 529
3 378 -151
424 147 660
544 851 -457
52 185 391
325 348 952
152 369 -231
218 868 86
811 276 -363
501 364 -384
934 27 -639
521 605 -446
532 632 363
889 191 271
3 149 8
552 254 -227
758 503 -254
795 184 553
567 26 -418
368 515 222
222 139 -196
347 120 -582
846 22 -910
762 716 111
528 683 112
354 427 -495
666 546 397
23 564 -342
53 797 -935
809 260 -808
111 354 -390
420 557 -213
168 246 559
478 930 -402
617 56 -340
78 163 114
492 522 -340
902 207 -380
655 471 -266
16 764 573
879 217 695
9 179 188
13 647 845
731 646 991
352 414 -498
276 825 301
14 16 -932
427 723 13
345 620 -5
723 151 -350
268 90 -52
166 286 -660
69 870 -197
178 879 334
497 407 551
822 150 -585
117 439 76
641 924 935
269 573 684
620 274 -279
475 224 441
822 337 936
385 838 229
362 902 79
891 31 791
446 565 666
678 494 79
303 663 940
708 427 -600
755 857 -502
314 237 -415
536 255 359
369 25 134
588 33 304
934 804 316
124 326 91
131 736 -712
616 338 306
681 143 735
792 325 918
616 917 525
893 911 528
112 13 602
473 286 889
924 895 632
755 573 666
814 653 269
846 456 207
314 856 393
819 775 679
446 258 -458
759 234 -618
310 495 -781
9 628 -430
16 296 -125
100 703 -183
482 90 617
684 815 963
672 489 -856
106 588 422
245 616 931
61 387 -242
490 629 976
719 892 -362
538 771 104
675 602 -298
415 401 8
395 703 -188
652 271 -76
496 222 -648
658 375 650
81 394 73
194 718 463
621 864 -245
807 355 39
914 806 -503
502 897 386
371 164 127
71 147 -869
876 429 925
48 736 482
626 437 -40
570 290 -340
223 195 -407
833 318 731
403 162 -318
109 272 -77
226 110 623
33 66 -945
296 605 -743
25 893 17
297 164 839
148 351 -110
696 262 430
197 732 -889
236 559 950
861 829 244
84 807 396
275 305 860
98 751 -598
740 214 -480
420 412 927
379 381 611
460 728 55
326 629 12
81 165 -166
851 335 243
567 895 -28
871 134 591
506 694 528
420 657 -292
906 77 -920
294 548 -451
505 170 557
451 789 -738
220 651 -215
908 217 121
447 254 664
599 22 -459
488 826 -228
535 222 -632
545 431 -629
93 141 -130
383 273 -275
836 739 -206
37 192 516
372 542 272
129 150 -733
88 815 -110
133 563 -919
48 816 -954
577 212 135
883 334 94
242 399 -713
565 334 548
495 665 954
67 794 923
84 186 -26
346 121 -504
378 52 668
850 551 412
303 409 206
93 573 -815
743 110 -731
534 214 885
274 435 -480
745 610 -682
720 446 -178
561 888 -779
926 233 -162
174 743 -248
436 274 29
516 909 -505
895 187 699
902 371 -64
638 103 294
454 343 357
413 558 832
482 394 28
196 682 -493
321 489 253
353 278 143
887 769 -653
399 293 944
83 185 -399
276 22 -724
769 859 546
673 655 161
888 226 -730
847 682 450
293 393 775
613 509 -234
539 693 -467
431 476 554
508 880 -270
883 872 -856
675 232 -273
500 9 -929
20 45 578
646 672 -40
234 138 -829
513 600 -497
419 446 -237
789 716 -984
423 935 -448
580 209 500
201 750 -373
550 577 -284
333 82 -800
696 634 -326
361 864 252
789 260 -396
285 742 -923
533 572 -920
672 138 790
76 644 -195
297 918 -328
115 674 -610
916 77 898
262 609 -323
891 560 -532
919 97 512
166 30 673
726 927 577
802 462 -174
22 379 314
674 649 436
97 582 997
419 35 -634
784 326 -360
579 764 -218
775 682 -935
544 540 -637
51 388 57
435 865 -945
278 874 -246
745 587 436
122 198 375
658 254 151
911 767 -452
403 935 977
365 338 557
734 31 980
515 872 -73
703 39 -777
271 497 -264
343 496 -763
169 553 -942
913 105 558
12 643 -977
80 650 360
738 481 611
59 332 -192
17 699 -531
461 658 414
36 156 -953
810 466 -436
439 749 145
732 697 -815
728 161 -964
213 218 559
115 530 618
716 494 855
384 690 -691
929 926 -449
89 524 -713
94 238 773
620 5 717
392 25 -999
74 383 855
193 127 -354
818 746 -440
926 296 747
62 769 155
907 675 -850
919 591 655
657 456 407
175 97 26
88 76 577
664 922 -351
79 238 409
387 419 -489
899 577 658
676 401 271
400 134 223
617 896 331
307 924 -244
197 485 406
534 612 -877
452 259 739
496 429 -73
600 271 -940
306 750 -578
747 606 953
774 72 558
592 859 -26
171 717 -984
536 165 67
675 502 -344
249 148 170
598 361 264
679 475 3
134 96 383
533 858 624
199 620 59
461 649 -361
161 148 -444
804 552 -693
329 646 -520
227 753 -804
526 143 -579
74 501 426
500 170 -750
40 324 -170
724 361 -834
631 852 -335
577 236 -570
196 365 -409
578 447 515
208 737 466
406 26 -807
892 689 673
878 741 -604
709 271 -402
559 880 400
736 344 492
460 825 -299
515 462 -717
587 47 -708
589 829 957
98 696 -705
874 377 -209
99 146 858
363 616 662
160 494 696
239 473 271
475 620 697
439 8 -998
136 673 193
266 6 -642
745 830 890
864 829 -849
351 824 430
82 734 -312
379 150 528
807 303 -889
323 798 470
707 914 -156
44 842 -447
638 330 -11
789 167 966
193 148 -323
513 716 24
12 861 214
699 428 745
318 562 -645
290 457 819
336 157 -682
108 248 756
914 656 387
497 241 869
687 552 994
281 582 78
97 29 -557
434 246 328
128 799 432
496 703 -430
66 683 477
113 593 953
747 568 -230
806 830 -686
881 131 931
9 327 855
891 515 -193
853 40 791
574 3 337
310 317 -402
295 52 519
73 416 -876
43 895 -328
251 544 -541
678 194 53
808 817 -839
332 853 4
903 62 56
295 578 909
350 160 67
681 583 449
144 527 179
909 428 -178
615 507 303
782 331 39
646 343 -790
367 824 -489
835 759 546
517 431 -631
754 669 -621
661 306 508
291 678 221
235 217 658
621 548 -365
106 693 -638
529 173 -741
565 878 155
803 863 -830
342 4 -903
714 304 782
416 864 -883
108 105 -732
550 164 -765
314 147 129
206 607 163
366 722 -798
935 333 629
342 109 -801
347 710 -814
714 296 -274
551 426 -36
625 814 620
680 656 -976
155 20 -440
221 126 891
738 133 94
388 124 4
644 359 -604
631 369 268
436 116 906
751 263 946
559 455 12
733 128 -995
233 327 47
790 757 -331
108 105 557
834 193 350
422 356 -696
908 696 249
928 917 -979
696 50 860
339 174 291
932 699 426
709 420 690
538 179 -805
270 755 990
459 158 -118
283 437 849
462 832 327
859 197 -46
595 364 -150
145 637 529
222 313 730
886 242 -448
624 218 -389
672 320 -593
598 805 -445
389 628 409
447 775 -328
731 896 680
209 500 772
689 330 -536
895 355 122
606 640 -393
912 205 569
44 727 792
672 352 -706
614 690 -224
310 585 503
621 786 -401
659 400 750
664 24 620
141 14 -227
405 355 170
152 258 -298
770 628 124
211 595 761
636 725 -882
475 302 -768
119 589 -245
686 755 -736
607 850 289
856 832 -319
816 494 -544
58 271 433
425 509 165
409 458 -681
262 807 -527
45 119 -4
317 635 -665
243 352 -521
237 379 845
381 290 -439
891 56 803
400 391 99
806 933 757
668 43 -95
313 113 -483
358 379 739
15 814 802
747 140 -661
310 243 -105
415 164 -266
678 614 -372
521 688 679
90 654 507
581 565 -448
359 132 -553
115 621 -341
673 317 -9
559 797 -896
59 65 -941
228 110 -137
400 690 -638
415 825 -355
400 906 309
327 846 352
435 651 384
338 812 817
496 397 817
563 519 -359
306 849 -99
815 408 714
890 553 -375
318 23 -166
595 342 387
422 388 -386
252 684 -416
147 663 99
94 892 -458
530 39 -207
348 268 336
457 122 -979
681 59 660
824 287 511
633 636 -207
161 406 922
346 631 -453
4 186 765
184 539 -803
364 645 838
490 210 -394
883 457 342
673 11 -206
814 231 -741
799 732 672
572 539 -782
846 60 -182
554 892 519
170 12 559
120 432 -73
435 646 -576
839 257 527
229 93 -350
367 175 -797
48 512 7
130 609 -766
399 584 -963
280 920 -959
867 361 531
28 27 863
188 64 636
141 178 -672
336 812 -768
774 50 -863
68 381 53
833 161 386
97 311 889
685 32 -57
912 179 -769
567 392 -632
392 570 488
805 347 -198
838 421 -170
317 663 -632
460 785 -291
268 570 901
645 721 -526
23 760 346
758 485 914
303 271 826
429 928 -353
535 517 -888
551 415 -4
334 707 555
643 658 -920
258 97 -322
484 118 -250
30 69 762
677 814 -894
89 866 -591
74 87 -536
31 7 809
750 148 206
427 538 464
378 196 -586
88 466 852
354 685 -437
903 283 -796
81 933 306
182 140 899
827 244 -568
498 705 892
844 180 -866
705 307 368
839 847 815
757 918 -955
364 228 -922
59 380 -347
107 860 603
362 554 -627
825 578 -201
151 464 -859
532 671 -741
840 777 747
559 798 508
521 842 -152
516 52 690
670 777 -419
587 247 920
511 252 -220
312 819 -7
252 864 -43
556 136 -692
197 186 -937
679 541 46
294 608 747
455 437 245
428 150 149
161 810 -401
839 325 791
46 39 -304
621 905 830
11 338 -422
544 412 263
739 57 -853
682 266 622
49 267 331
779 278 -858
539 699 -71
362 760 502
832 814 -565
276 855 -255
858 919 -925
905 857 -908
119 768 -264
204 191 -302
108 534 -548
589 300 -770
198 152 704
500 341 778
118 920 224
312 674 -582
508 55 129
258 769 -292
580 846 57
259 387 -979
105 277 -586
443 4 -915
612 422 393
477 294 -121
278 391 906
802 259 -939
375 931 -557
649 824 351
12 681 124
446 842 -4
231 788 108
343 47 979
248 538 569
20 162 -206
378 679 115
625 540 -436
351 91 317
42 200 -247
283 635 -461
691 917 -704
108 181 285
116 161 165
267 719 -753
819 731 428
233 41 -259
811 187 -140
421 881 823
111 365 -985
54 805 -633
38 347 142
701 193 232
809 301 321
90 351 254
561 10 -289
582 241 -115
587 693 -651
660 400 6
871 809 240
790 22 -717
667 787 948
682 830 -139
291 246 431
229 39 760
584 344 898
811 213 897
407 711 -216
276 329 -225
715 26 978
574 685 -982
921 193 -939
855 699 -679
10 899 791
560 137 335
729 634 493
732 108 -531
774 67 175
351 24 809
704 625 -725
810 386 114
858 796 257
905 891 8
466 60 -875
847 721 -904
255 135 659
732 133 -590
376 313 70
393 514 -795
672 812 -145
308 728 -374
134 668 -172
227 767 -891
876 282 -13
79 231 51
718 613 -177
227 612 820
107 153 968
402 281 648
393 11 -963
822 1 -1
15 918 -775
49 390 330
48 714 129
835 651 -578
9 395 681
200 151 46
905 175 -320
535 703 490
493 136 836
759 828 265
640 345 -559
302 723 -568
215 432 627
887 14 996
770 511 -580
728 147 -432
21 914 -786
456 886 405
122 206 985
311 492 -267
215 424 -962
645 622 -887
875 899 693
13 203 -635
290 97 -762
2 632 17
737 158 -442
194 123 605
157 513 455
223 392 -579
510 606 -877
916 146 929
82 38 -646
813 863 -259
766 895 -661
598 268 33
254 560 -243
892 108 510
165 491 737
408 138 289
425 606 250
491 502 906
318 880 494
768 440 -292
459 115 175
260 225 -692
583 232 -869
552 261 -674
141 374 149
128 735 285
259 651 251
396 149 -936
664 831 -14
868 13 969
537 196 -841
845 156 -396
482 621 911
589 299 -521
926 102 -280
484 240 778
559 50 344
311 612 276
296 643 312
228 885 -561
412 395 -704
841 761 724
722 632 -107
88 27 797
91 934 -293
667 704 676
248 407 725
584 198 285
745 109 210
347 301 408
656 864 773
158 174 153
445 742 904
472 201 -473
519 392 240
109 597 -669
786 187 -859
492 252 -569
887 761 -452
487 38 -313
503 773 947
901 253 624
548 421 -121
7 528 473
402 594 -603
577 381 270
135 167 505
815 39 630
581 412 569
484 751 560
555 664 -607
59 298 794
785 374 611
524 801 26
931 457 -217
736 20 751
775 77 -764
286 240 -808
631 649 164
506 742 -918
386 49 -401
925 489 -472
215 651 862
735 681 9
254 290 408
790 452 -733
361 341 -778
882 450 401
248 280 -772
703 633 388
216 745 145
661 624 -126
309 76 -201
402 583 -344
572 85 463
815 180 782
86 630 248
284 345 380
313 309 -285
522 527 -581
835 345 85
523 361 -407
912 813 -311
783 838 608
232 25 -367
781 114 -356
839 521 244
721 243 -732
359 14 355
625 411 512
130 138 362
921 220 561
202 33 122
439 596 -859
65 721 -456
815 742 -710
653 596 -443
843 445 55
18 927 907
659 370 -815
470 754 -865
405 907 960
404 742 -92
322 361 724
898 282 538
574 761 413
49 314 618
150 305 999
154 495 796
119 799 1000
545 31 788
698 219 898
31 329 -41
186 724 -320
406 599 564
906 559 67
746 553 -429
682 368 -927
827 74 -839
548 609 70
335 106 -409
627 700 -245
682 829 260
229 407 435
477 196 342
42 536 615
198 644 -37
769 517 29
70 555 558
255 767 892
476 640 436
471 709 -822
597 552 -871
335 432 -646
294 338 542
782 235 -433
295 284 -959
46 310 864
659 750 -518
703 438 735
286 349 891
655 87 683
774 105 -413
542 844 437
669 325 -609
377 721 764
659 20 784
727 876 -843
240 836 518
327 798 624
454 606 -364
55 447 717
806 61 751
773 663 770
187 484 -634
558 854 -119
298 867 915
292 301 532
473 274 289
507 169 -64
771 624 375
622 443 -811
689 130 -423
845 223 -912
737 246 373
823 63 -964
934 416 -608
555 914 -332
50 581 -369
886 493 906
247 869 -35
359 123 132
933 629 -813
990 849
