17
977 1600
9 948 506
674 435 388
421 748 476
697 189 137
858 684 508
105 113 164
549 461 138
448 529 254
922 354 222
23 635 260
876 312 632
95 630 11
119 358 30
513 838 679
687 158 35
130 120 965
778 516 214
66 102 953
769 442 709
819 104 580
506 714 515
110 569 705
494 685 682
316 946 559
710 712 561
269 224 169
402 616 507
255 875 417
756 421 499
121 173 615
85 287 214
501 136 524
489 496 878
345 205 370
177 820 74
8 266 342
784 315 242
71 779 926
564 859 626
475 835 51
697 650 936
909 377 991
531 105 675
473 2 434
471 249 602
759 463 420
488 596 571
397 950 227
232 468 157
609 545 458
81 840 621
848 107 223
13 309 293
445 805 821
186 781 505
66 358 653
321 482 233
949 946 850
726 109 516
420 296 897
386 861 780
281 938 786
133 31 214
869 834 28
347 289 103
710 575 89
333 579 176
354 878 847
657 521 68
295 873 41
335 49 2
551 421 641
298 804 152
729 364 498
491 68 378
698 406 410
574 880 905
742 729 809
819 471 312
869 824 807
850 641 429
136 529 656
80 686 311
314 428 138
303 504 340
912 598 64
41 377 45
150 673 815
490 205 198
103 175 59
739 311 349
873 52 905
899 330 399
581 868 520
395 197 426
79 556 119
758 380 259
778 25 284
781 313 460
222 271 19
60 573 855
119 660 578
732 384 954
180 83 301
315 224 595
289 931 750
859 62 119
686 90 303
589 314 747
750 127 897
619 465 886
746 262 853
8 546 256
345 385 211
922 857 813
610 469 155
947 230 82
440 531 921
331 564 533
794 469 85
412 88 297
427 468 546
73 106 744
884 404 867
589 349 122
946 749 974
881 186 234
776 918 285
630 366 396
49 720 471
693 506 968
399 368 61
172 370 12
720 269 379
67 498 531
414 905 95
753 733 524
174 766 603
555 724 962
27 944 324
791 761 281
112 60 23
507 272 723
936 878 418
177 325 84
728 118 981
141 155 585
878 140 793
750 104 747
840 95 544
353 631 894
93 100 883
831 892 683
274 457 71
589 918 990
751 432 469
146 257 126
825 458 124
285 664 669
161 821 767
767 198 130
704 504 963
258 31 149
102 942 281
313 796 584
936 696 456
243 269 223
877 133 140
623 526 571
607 835 273
682 556 793
332 481 768
19 71 362
800 237 976
557 602 710
438 789 566
128 753 295
475 33 657
730 544 584
815 49 730
893 132 139
472 40 761
318 252 577
207 285 660
571 45 142
300 786 109
668 278 726
349 393 76
125 862 223
351 301 195
162 429 332
436 941 932
46 519 926
395 691 897
862 549 251
883 134 323
948 828 785
807 856 326
638 258 428
478 356 910
586 112 888
559 596 955
44 75 625
266 123 143
826 376 597
717 718 47
88 665 739
351 740 208
116 491 505
369 153 221
400 395 203
81 287 37
417 717 817
575 742 149
476 733 485
893 949 1000
606 803 911
233 210 64
756 246 289
117 2 840
866 200 116
223 627 421
192 618 854
424 37 826
83 744 461
655 393 152
302 825 48
444 867 625
262 783 786
844 935 689
4 703 947
525 458 74
144 95 866
192 899 105
764 424 661
554 85 542
732 41 37
62 790 562
364 586 285
51 714 225
97 589 574
5 235 626
516 305 69
839 574 634
113 161 18
708 655 861
453 340 439
457 856 763
327 25 619
128 28 332
522 873 294
92 536 407
140 155 564
413 811 95
306 824 266
149 637 237
211 864 616
179 855 59
637 930 934
339 691 400
848 378 846
810 657 22
589 320 538
127 102 410
521 353 846
643 782 232
288 755 318
758 372 582
662 462 74
109 622 31
607 786 639
916 929 308
137 501 873
846 741 477
206 541 372
81 413 334
537 743 841
943 375 161
596 496 77
417 21 561
885 110 581
895 90 181
92 855 264
335 179 981
70 933 585
566 799 890
190 503 225
314 540 645
5 612 906
600 700 802
361 150 768
940 753 595
323 164 200
688 241 373
899 919 60
321 306 269
935 68 476
796 230 446
820 200 69
746 218 666
181 441 756
59 232 581
292 276 230
786 606 481
442 316 675
492 157 593
201 871 652
387 29 619
216 816 909
41 635 247
64 433 713
734 575 484
402 113 789
657 586 889
675 572 255
493 494 511
454 321 349
623 725 890
175 383 474
447 601 858
209 848 60
406 390 770
145 69 475
761 529 403
694 259 843
58 656 175
118 139 878
107 525 172
339 517 597
23 705 6
217 432 82
552 252 567
390 444 669
17 491 905
511 110 113
856 481 688
309 889 291
416 703 77
873 930 839
765 442 177
149 664 564
77 482 477
7 445 738
173 153 251
747 444 753
224 926 893
687 232 547
298 938 800
93 383 550
241 532 822
184 634 132
737 800 126
26 216 656
279 343 9
682 441 657
789 278 285
48 527 101
811 264 474
857 606 634
590 793 334
771 803 142
665 826 188
744 501 580
323 225 266
890 399 924
815 459 486
430 674 765
510 353 62
241 809 713
745 168 141
143 435 816
66 638 965
37 943 783
608 263 321
951 582 627
830 555 198
870 931 525
519 583 904
65 4 174
546 92 980
944 177 802
27 229 63
475 827 115
915 464 32
659 504 841
116 61 718
855 69 652
561 643 221
70 399 917
745 722 642
239 912 388
755 211 943
810 395 145
793 125 857
816 704 357
534 712 711
209 34 895
578 505 603
624 92 310
141 376 751
83 246 919
119 856 236
335 421 290
196 488 853
211 80 537
317 656 266
34 894 255
93 851 332
759 168 257
782 141 547
932 182 71
397 585 1000
836 545 211
337 280 307
664 572 470
524 895 85
179 584 606
509 109 946
532 241 28
947 82 612
92 879 313
435 684 446
445 365 552
495 430 445
859 456 37
534 744 834
504 421 180
161 604 117
811 629 669
681 197 568
213 53 141
913 292 21
771 101 835
171 773 215
792 846 850
295 532 609
512 556 229
153 694 234
91 28 165
4 727 120
163 76 397
314 161 756
442 207 65
445 755 939
166 346 446
694 382 578
22 637 489
274 887 773
753 195 325
338 867 886
189 140 858
2 820 204
673 860 58
816 738 802
209 515 221
672 100 384
863 139 676
52 63 132
592 797 936
397 525 174
111 664 676
522 662 758
494 619 959
693 341 788
746 707 286
362 110 568
879 238 705
43 224 129
63 83 91
737 30 225
720 175 519
104 951 48
718 562 578
570 568 740
525 285 232
208 723 832
277 709 58
886 490 603
765 232 883
200 606 461
408 488 233
720 491 481
748 77 767
426 297 24
447 924 170
634 280 433
385 299 152
764 656 846
42 224 857
487 522 135
147 880 880
496 942 340
424 835 532
524 793 774
115 388 724
441 169 534
509 272 299
262 189 593
370 935 979
372 378 637
912 863 826
356 602 318
130 433 412
95 166 299
338 843 964
875 300 87
558 664 358
48 714 820
294 794 775
155 894 555
791 3 467
898 222 59
751 419 617
407 418 13
309 165 990
825 742 447
475 176 378
565 76 298
615 730 163
534 501 746
805 339 289
55 11 208
396 318 77
714 905 29
853 413 520
433 840 938
531 951 174
189 114 791
292 301 640
494 832 782
166 707 33
700 502 766
281 47 318
71 228 697
509 45 670
380 718 802
911 728 826
656 529 387
177 627 306
802 249 748
601 484 107
557 462 20
534 643 851
147 693 758
917 716 534
165 543 287
718 287 552
40 302 496
202 804 481
164 155 539
415 866 807
556 596 529
5 565 466
7 39 403
757 260 735
798 759 623
377 862 219
11 819 823
88 282 899
464 106 632
292 588 951
164 856 353
812 790 328
334 832 156
587 115 953
141 68 409
553 138 981
709 733 824
226 886 904
326 501 572
948 616 130
556 393 404
323 463 906
11 56 28
18 484 845
126 163 286
244 950 569
369 255 88
644 214 438
416 590 960
266 509 140
866 127 621
532 616 213
843 352 892
827 407 945
724 322 919
229 635 517
521 424 219
499 413 916
951 748 646
889 582 358
378 65 662
697 102 320
66 586 586
474 534 929
107 256 989
453 140 714
366 143 680
665 80 382
243 711 72
307 327 62
68 24 761
132 846 983
667 882 854
622 84 148
283 508 859
759 19 255
23 818 925
60 293 544
846 317 468
137 903 924
712 371 383
900 711 368
513 788 974
841 753 450
507 768 736
863 326 109
512 671 690
419 593 36
688 115 984
310 901 398
220 346 834
803 513 959
219 88 142
576 391 898
178 346 263
176 590 450
748 947 822
919 620 838
428 756 755
436 516 42
401 130 322
868 654 145
765 396 989
933 248 739
399 82 882
572 221 748
740 246 776
620 56 507
511 597 351
335 718 156
345 765 230
738 845 32
530 349 780
64 499 7
655 299 522
336 638 880
432 387 673
59 857 518
822 869 665
672 943 154
147 569 654
425 441 622
187 353 881
240 445 319
530 142 477
365 65 797
555 587 464
413 163 246
531 846 759
708 307 630
115 807 130
933 394 692
722 392 10
891 311 124
631 936 834
106 323 947
330 222 118
180 664 868
304 282 599
852 604 869
693 394 627
575 555 627
474 54 438
122 633 839
222 781 142
561 869 835
317 853 117
684 51 752
349 101 795
792 671 816
711 816 998
126 671 888
464 515 593
242 369 834
620 200 969
895 573 426
739 313 839
739 235 645
689 350 828
929 713 199
591 939 266
843 4 899
202 73 264
144 601 786
622 506 503
792 457 579
706 99 981
578 329 83
801 174 712
337 744 36
613 61 615
169 83 794
339 22 394
732 151 681
476 334 878
20 767 786
934 45 937
449 754 604
111 58 791
841 70 922
159 790 295
416 944 619
880 448 99
919 908 10
759 616 279
338 776 340
833 133 147
431 681 158
886 172 378
894 832 871
147 17 349
225 931 443
335 158 713
885 907 191
791 348 754
803 667 279
899 751 785
426 393 943
856 445 248
271 282 546
943 205 564
626 714 405
526 428 943
310 831 380
578 593 30
474 774 744
98 203 1000
584 736 179
229 421 827
882 448 187
335 478 682
644 609 170
319 462 267
165 89 786
841 148 460
382 950 834
12 469 368
759 142 302
158 618 461
356 642 312
72 884 903
161 623 810
922 733 841
267 803 499
186 253 546
566 304 766
823 323 855
80 498 68
912 59 103
41 343 993
484 246 804
70 338 339
458 654 208
16 929 995
478 33 809
110 635 445
429 103 624
928 183 129
306 580 994
428 698 384
952 418 924
137 389 773
749 635 280
909 227 908
950 34 276
65 531 88
648 254 732
68 350 705
345 662 665
551 763 926
636 862 931
702 903 605
393 825 853
367 124 107
814 412 645
892 76 377
204 933 188
310 297 243
66 2 880
875 673 882
48 867 912
627 801 325
149 606 358
328 54 351
437 928 983
273 73 700
101 913 224
651 781 97
361 793 457
234 324 539
433 198 484
23 526 293
4 532 882
373 931 387
782 684 675
521 98 127
229 728 243
372 613 941
650 671 851
375 751 260
327 661 155
520 821 631
799 725 583
380 788 976
458 466 466
488 682 820
422 335 144
529 799 241
331 631 236
554 34 302
508 301 180
679 141 829
35 871 738
918 689 238
511 524 533
165 255 835
691 922 959
722 102 925
556 286 711
904 277 559
78 312 967
774 452 877
485 551 871
51 523 301
942 615 915
774 677 843
934 2 379
182 895 395
835 899 479
923 787 284
801 583 684
19 280 635
126 293 281
89 168 456
866 406 518
909 458 628
655 17 4
604 759 550
572 776 642
314 589 894
758 893 253
411 332 483
298 938 782
527 913 613
47 182 854
292 630 286
426 402 493
855 134 729
799 677 137
775 791 660
928 621 815
46 738 262
280 690 47
193 221 138
262 941 685
789 114 369
120 280 989
523 923 391
724 847 645
66 774 634
453 696 378
164 840 590
424 808 621
522 659 418
213 452 690
123 773 411
185 319 663
794 491 822
517 173 776
819 667 555
836 854 527
820 151 503
782 853 74
699 81 842
240 146 66
803 697 670
906 596 223
540 763 30
329 349 539
391 260 92
413 940 665
797 534 415
941 74 668
217 615 906
614 828 549
466 390 43
323 63 226
727 580 309
282 640 212
709 26 915
589 379 920
94 18 758
707 178 386
856 592 604
376 663 983
922 529 208
518 55 728
473 690 105
795 828 961
60 119 139
251 608 766
188 717 919
195 409 543
226 117 629
940 896 925
567 525 998
487 10 518
537 585 219
664 453 330
15 339 968
916 46 578
6 169 976
132 409 21
122 139 555
847 299 499
364 842 893
673 906 589
205 106 591
176 644 585
632 117 676
684 84 128
870 371 907
701 291 261
129 339 296
565 264 3
556 682 898
465 780 795
245 219 473
358 108 203
667 79 262
215 102 24
74 73 119
366 15 748
285 201 75
653 163 221
380 332 454
10 359 119
656 909 778
859 725 503
722 262 799
43 559 302
596 513 324
750 437 833
193 347 618
82 756 163
496 758 373
17 570 303
221 877 401
351 43 744
25 770 539
866 684 335
80 705 731
938 755 569
859 933 159
4 594 543
540 727 685
576 462 379
640 485 495
121 916 711
597 95 328
769 749 968
360 187 72
508 91 828
839 17 85
218 177 748
207 452 429
567 716 804
938 637 874
616 58 666
388 562 165
617 651 711
288 600 652
423 548 816
429 415 447
795 536 151
445 561 273
128 349 163
240 451 66
525 26 57
439 234 882
184 133 879
104 684 802
433 146 637
684 631 486
289 513 251
594 318 991
786 407 692
401 948 695
306 852 424
2 758 728
887 613 513
708 633 609
572 369 646
870 74 404
73 752 715
819 479 531
268 868 82
761 908 61
570 353 903
596 202 518
471 776 963
478 329 68
931 58 368
27 61 76
16 476 67
454 518 337
370 496 285
93 798 676
141 806 45
154 771 282
887 522 709
889 24 751
802 736 942
339 921 321
656 535 473
220 932 66
540 674 203
554 403 329
326 62 96
722 53 752
813 571 977
469 523 194
202 686 503
422 623 122
438 523 476
780 855 235
925 674 970
56 562 299
144 842 740
161 891 583
39 859 659
693 890 796
95 441 974
327 884 388
942 197 907
15 578 861
300 299 502
309 666 683
20 893 829
26 132 96
562 400 226
124 394 9
564 207 969
634 235 118
475 664 719
472 360 401
287 864 697
690 714 168
918 822 236
418 271 147
883 838 982
885 902 180
674 251 793
741 890 971
843 408 652
79 408 227
435 162 791
415 821 237
121 260 131
914 11 955
401 373 976
742 499 842
282 63 159
232 359 931
498 351 812
459 45 48
645 845 806
798 200 893
860 238 442
838 896 759
684 147 86
5 21 238
897 539 703
752 711 185
811 235 420
114 15 783
680 198 720
288 551 90
438 800 942
282 385 306
784 471 194
692 214 942
175 46 711
109 802 135
401 301 642
947 207 611
210 375 241
793 795 387
913 831 75
284 559 454
113 242 200
431 929 162
941 570 898
528 83 365
878 511 301
292 595 802
728 808 969
673 12 416
569 823 390
435 779 289
840 733 392
171 892 275
395 400 390
419 200 818
154 700 984
154 278 960
668 388 897
56 457 565
228 817 253
265 798 495
776 25 512
428 523 298
466 506 62
81 685 844
227 702 56
36 876 54
234 788 337
77 327 905
218 53 451
365 769 527
876 30 670
242 145 160
456 757 56
719 511 760
651 349 759
766 884 91
557 225 113
47 762 772
617 589 345
792 188 711
468 400 659
225 931 933
182 387 93
49 399 169
38 595 884
469 249 321
890 877 126
442 785 806
333 582 683
201 443 806
341 565 459
858 108 120
657 909 881
681 150 699
875 343 739
164 213 359
664 395 383
819 475 980
893 430 228
171 505 941
650 316 272
242 155 743
178 465 896
855 945 723
889 841 76
552 878 225
347 374 269
664 42 372
475 196 184
660 877 618
38 234 191
516 622 812
218 420 336
914 482 868
783 730 486
171 695 977
915 428 756
635 391 774
477 217 388
666 436 391
775 602 66
791 318 56
802 20 31
832 731 38
659 141 681
273 341 253
533 344 203
489 249 600
158 679 80
561 85 854
480 48 357
48 47 33
772 574 202
929 165 173
47 163 679
799 373 619
630 718 687
474 616 503
307 57 403
697 363 7
876 156 721
680 685 256
843 943 468
622 79 910
305 520 309
314 861 790
358 304 760
480 123 508
189 747 432
355 166 92
511 105 907
121 528 405
811 254 179
326 97 730
128 232 680
807 224 786
952 57 164
924 633 391
48 280 542
506 937 648
871 501 580
208 610 259
353 38 580
782 933 303
372 110 62
559 887 671
193 344 270
147 906 492
105 368 639
243 210 537
853 338 467
65 214 159
19 875 19
220 384 256
501 422 521
373 180 257
721 397 806
591 768 962
812 859 11
370 403 910
534 905 635
744 306 145
123 640 214
27 543 10
262 431 450
730 317 981
917 45 168
421 935 972
126 251 540
352 851 707
293 524 502
437 495 344
636 738 415
138 780 115
933 516 839
112 892 398
656 850 882
560 210 236
851 495 423
245 157 782
539 355 773
677 570 463
298 307 105
23 571 113
289 364 446
563 164 663
160 584 203
580 265 382
116 917 174
483 640 773
946 457 341
398 461 540
931 599 818
351 864 215
400 724 525
333 550 517
531 673 202
193 826 371
907 655 16
569 305 849
127 709 856
130 814 817
248 35 519
819 320 316
439 586 565
852 129 444
901 148 954
266 155 199
353 543 515
500 929 583
364 328 569
718 462 941
820 747 407
860 196 87
709 275 502
875 28 766
2 296 385
941 723 321
368 536 158
52 912 912
427 312 433
772 541 574
343 40 95
115 551 911
899 747 182
461 685 940
348 180 586
564 225 934
404 506 867
97 594 123
378 27 646
96 143 121
54 644 506
940 793 202
7 706 785
767 279 693
536 238 870
822 36 686
698 50 681
595 707 869
839 824 438
749 450 85
536 696 151
9 37 959
852 644 583
616 278 497
856 502 320
21 61 125
276 618 799
200 8 171
594 591 356
362 216 79
832 604 746
280 261 670
423 545 499
898 855 437
72 510 73
15 20 958
679 468 884
158 939 825
118 831 347
950 770 492
750 811 266
603 217 775
915 538 82
842 733 743
542 931 322
30 384 166
884 466 240
288 386 240
934 647 804
779 858 420
539 584 381
782 695 665
684 813 745
238 286 715
351 97 830
476 564 30
567 223 734
336 733 34
922 34 963
546 804 674
213 732 74
272 263 203
459 313 512
562 51 45
495 525 371
394 518 712
871 529 744
550 924 404
382 322 724
285 482 486
165 705 50
602 122 261
313 42 93
602 619 480
432 457 266
443 853 435
769 590 119
190 358 700
642 122 504
943 25 505
179 249 627
397 519 461
406 441 892
63 495 882
590 11 760
748 625 534
613 950 351
690 210 965
945 29 377
823 828 959
444 105 2
940 494 549
120 89 346
206 804 271
138 478 541
564 421 543
925 594 92
464 36 373
926 418 787
837 199 457
905 33 762
151 458 179
809 853 614
589 311 34
126 286 375
383 359 126
95 788 582
363 50 919
767 809 16
85 458 646
285 198 792
213 464 771
119 938 325
593 31 562
424 598 26
947 898 102
416 622 677
397 3 684
862 471 389
949 58 767
676 669 675
57 722 9
270 772 304
800 514 824
819 933 43
212 655 904
439 305 679
111 251 604
196 678 329
22 351 228
783 162 906
811 790 710
395 697 800
66 104 296
604 743 632
589 948 36
94 874 28
754 115 693
301 259 933
834 942 170
704 552 517
159 893 879
783 8 72
562 345 349
355 672 304
596 132 954
158 617 646
71 420 139
80 106 955
132 920 816
853 1689
50 41 607
804 380 521
159 380 290
789 372 381
27 186 569
785 530 202
207 421 279
320 744 736
437 133 148
607 510 955
21 475 210
755 330 37
13 289 467
764 141 823
393 104 207
658 83 911
477 226 927
155 673 812
349 437 166
499 460 581
230 182 495
696 4 166
522 104 270
117 722 501
50 344 120
237 408 426
323 740 309
98 260 36
834 500 110
563 565 957
762 680 578
560 216 921
580 587 330
72 139 124
650 778 415
414 586 599
77 48 601
399 324 299
628 264 649
213 814 164
410 474 50
747 239 345
731 376 95
468 511 542
392 159 271
842 793 474
153 833 330
31 457 89
209 501 435
793 842 18
665 253 811
769 654 269
832 659 301
440 3 817
630 420 171
277 442 840
459 175 389
372 436 472
476 6 67
613 852 582
704 465 436
453 361 766
53 426 200
640 312 404
13 794 168
173 402 543
710 833 490
319 269 358
367 350 108
313 599 505
561 329 227
675 413 901
790 705 22
488 357 725
350 827 487
832 114 306
337 672 516
401 535 967
449 638 637
143 249 155
18 603 107
704 811 146
53 54 359
513 194 836
336 32 276
237 309 115
47 385 568
28 337 675
551 502 950
459 222 460
507 575 499
648 6 567
749 225 644
219 813 74
777 24 797
709 387 797
830 568 811
852 361 373
401 294 959
766 712 547
321 379 848
818 607 987
834 167 520
613 652 73
18 705 53
478 474 759
59 286 392
841 685 401
838 333 23
292 97 6
24 761 477
683 459 226
525 331 437
783 32 377
764 43 388
773 747 60
698 690 108
50 377 47
80 603 538
179 34 123
296 412 251
381 301 351
200 834 946
143 442 484
534 709 920
583 778 846
256 142 677
500 842 538
223 772 259
287 631 889
555 476 25
65 335 488
371 406 47
201 124 574
569 277 320
102 182 292
724 84 598
616 649 635
665 47 815
495 788 890
583 204 924
813 745 86
18 792 506
750 396 475
181 716 630
197 443 964
820 630 684
87 701 566
632 319 516
723 327 168
465 52 373
334 1 158
761 210 457
713 850 45
281 491 899
80 45 143
34 263 749
237 613 451
278 180 258
22 355 346
782 401 155
337 64 474
476 780 835
22 662 582
157 589 930
718 841 605
816 318 565
260 132 576
34 472 644
592 379 788
355 306 139
98 8 562
252 775 836
255 124 46
61 544 261
655 596 873
615 279 622
850 589 453
404 482 224
652 440 477
268 4 674
628 23 643
52 788 724
164 808 489
815 293 671
694 426 803
552 745 215
25 125 209
335 337 357
665 458 717
720 679 512
68 173 745
257 434 903
312 193 955
803 345 21
146 225 67
178 58 275
465 420 882
675 809 481
713 584 210
543 166 749
499 68 559
154 160 745
111 740 530
410 775 320
581 484 56
475 442 724
800 182 388
31 679 797
118 69 842
212 726 746
718 4 800
236 802 417
172 61 872
147 679 648
358 413 721
556 655 380
190 297 659
676 843 145
764 259 883
214 84 493
717 410 158
213 73 444
339 772 280
557 683 697
214 850 593
392 771 345
93 45 913
659 41 352
103 643 552
119 166 209
235 328 614
187 616 421
608 437 783
426 658 674
542 739 726
629 716 554
692 342 191
192 597 821
25 411 983
324 566 445
342 840 875
78 83 150
245 484 357
175 146 853
581 40 712
117 214 642
492 174 614
359 138 421
808 276 297
739 67 844
248 567 706
373 218 926
607 203 388
87 69 887
192 739 678
481 829 719
7 432 71
151 297 522
193 171 863
265 359 629
713 572 37
152 464 502
695 740 971
220 105 585
394 209 189
460 759 768
91 261 160
70 148 485
127 423 870
641 475 261
268 343 286
249 606 770
113 791 766
335 233 487
424 215 452
128 305 358
809 322 709
334 448 387
815 592 621
817 787 569
842 796 60
406 684 574
17 287 618
504 229 801
732 584 831
366 570 36
640 298 46
606 231 325
116 647 512
619 421 514
512 497 616
32 692 938
523 374 469
391 425 257
682 372 100
833 436 365
89 809 72
770 303 409
731 627 615
344 702 849
93 77 393
376 781 890
625 719 243
497 566 130
502 596 974
271 566 655
673 231 277
632 61 617
186 52 441
641 596 872
540 846 296
206 188 705
747 21 440
540 754 278
620 214 590
193 837 243
270 400 829
387 809 84
1 652 377
446 496 410
106 418 672
92 20 10
785 644 629
381 586 445
444 433 489
512 290 938
317 359 829
351 3 612
36 654 985
498 75 475
783 784 178
540 740 154
314 462 659
529 435 523
24 551 84
816 545 847
19 193 533
383 625 834
754 437 353
67 440 330
743 43 512
763 550 109
306 648 669
589 635 796
236 177 831
385 87 186
846 349 768
398 696 648
445 698 380
527 158 947
34 565 945
285 727 807
707 117 68
12 661 157
724 176 890
394 642 117
507 650 224
596 515 159
528 509 131
822 790 65
202 213 701
22 312 337
259 586 645
16 418 192
277 222 916
840 793 480
660 411 136
612 394 362
339 161 167
130 663 154
258 46 143
293 40 587
819 46 34
680 715 852
532 609 748
466 581 599
381 160 757
310 501 48
220 304 806
53 581 131
658 810 713
223 351 470
544 380 798
617 848 651
316 295 906
414 726 454
90 369 106
394 348 218
227 436 346
546 336 414
550 196 139
609 734 710
278 799 150
726 157 215
49 409 124
430 270 383
462 22 42
540 429 871
257 639 329
775 233 219
556 109 605
456 811 574
210 728 766
270 461 567
114 837 996
111 792 112
74 305 375
507 431 826
22 447 998
632 554 384
396 801 879
722 420 64
830 167 580
435 297 988
739 105 503
687 248 726
146 791 853
39 642 764
1 356 763
362 356 146
210 474 523
838 301 763
95 807 621
841 137 362
663 276 174
680 469 540
389 318 138
59 389 219
624 651 437
27 36 985
367 850 510
454 582 297
282 734 89
452 327 631
561 640 394
214 348 721
686 842 572
361 306 74
757 329 403
428 479 10
374 773 888
346 444 11
729 725 181
349 387 503
500 243 168
716 160 356
176 782 899
347 478 530
196 689 95
581 807 573
95 499 940
754 464 904
840 636 408
668 269 24
127 511 66
331 202 720
646 37 825
430 496 839
676 380 764
366 714 509
435 541 420
248 737 278
713 619 115
838 266 980
242 275 204
531 8 998
336 484 350
761 251 790
646 558 558
705 82 44
660 422 689
780 118 970
415 54 468
623 220 995
442 438 367
277 116 421
532 184 94
565 740 658
731 762 484
178 768 440
391 726 655
195 590 273
352 579 863
180 668 365
47 536 770
139 620 390
456 835 151
755 680 463
486 16 919
555 692 115
26 551 923
812 236 573
244 739 725
275 832 688
562 48 188
319 766 103
306 84 876
185 480 328
619 725 580
628 203 723
685 74 598
125 677 656
535 560 236
487 191 45
738 227 182
131 804 610
333 725 4
573 696 65
570 561 783
748 200 803
350 503 785
436 279 685
333 838 625
24 461 976
359 618 852
56 342 345
606 258 569
428 484 108
576 515 655
583 521 832
74 232 487
224 548 860
38 115 986
584 522 458
50 656 693
474 707 235
456 790 821
274 747 567
280 783 529
2 89 448
63 298 90
550 356 334
432 633 391
348 683 19
116 149 394
184 204 167
74 799 856
675 342 591
827 230 829
386 449 236
760 81 105
276 765 358
35 343 781
415 524 715
301 679 22
715 743 658
94 826 353
846 284 544
80 68 624
555 490 469
474 372 655
206 455 687
739 703 379
355 772 404
174 122 128
1 852 619
450 165 533
261 81 211
151 403 540
19 574 338
153 154 270
138 444 927
292 487 202
286 93 456
472 460 596
435 459 882
642 260 552
246 602 556
481 69 80
559 383 123
766 462 636
246 131 470
697 289 533
368 625 294
249 116 894
239 836 255
175 388 319
792 13 9
768 381 328
539 290 599
688 367 844
225 118 881
615 206 562
668 275 781
517 168 800
472 45 726
300 696 860
581 720 715
767 256 222
443 259 710
274 295 744
813 767 83
452 526 646
644 137 775
818 551 458
420 321 52
371 610 661
200 227 439
375 510 884
341 833 265
475 50 840
273 341 335
653 126 326
416 512 535
19 838 786
775 678 335
183 313 752
779 508 734
517 350 921
575 371 648
121 473 581
693 483 642
578 495 573
212 12 793
658 72 313
574 19 739
55 166 821
543 52 941
634 351 707
545 99 169
350 388 774
777 801 592
721 687 412
706 670 269
845 428 622
162 130 976
611 715 956
16 333 814
486 191 692
583 366 167
734 143 237
482 585 29
529 442 9
705 664 605
825 734 94
229 238 998
520 125 889
185 142 374
449 193 397
767 220 710
531 663 51
368 208 359
220 107 60
470 130 964
831 61 165
231 478 798
398 666 590
336 259 960
474 332 33
390 767 850
721 320 962
682 147 264
770 107 824
321 301 207
685 758 149
38 19 209
603 78 19
186 688 305
234 433 132
734 390 940
326 246 440
702 499 190
126 354 62
576 408 948
453 267 413
698 153 993
15 560 15
247 297 390
285 398 865
432 341 682
44 133 549
785 251 93
255 561 570
778 837 990
794 310 597
820 58 853
554 840 971
374 842 690
458 608 935
788 486 444
645 808 554
671 197 597
324 174 916
105 62 972
30 648 650
24 468 291
315 577 178
722 835 816
728 706 770
383 744 419
30 445 472
68 218 331
217 159 779
713 751 327
245 416 479
129 206 814
217 74 332
308 147 104
559 444 564
162 362 191
190 698 570
555 76 799
332 691 617
758 411 220
849 851 241
334 252 948
13 382 180
848 194 396
329 662 240
495 310 912
380 287 996
616 590 560
187 575 138
22 345 403
537 632 949
806 374 256
635 133 908
204 790 380
526 501 295
269 663 433
50 666 522
467 334 833
462 526 608
403 305 429
104 405 573
212 627 713
183 544 115
296 456 836
545 366 558
360 840 860
423 652 325
139 825 635
643 266 211
365 622 220
143 459 161
117 541 678
300 816 541
776 485 336
610 221 73
355 72 337
842 477 339
777 730 578
819 780 615
516 142 414
551 610 58
75 562 614
266 42 106
720 334 685
796 339 69
18 178 921
2 62 361
316 664 142
199 503 258
689 799 534
626 448 337
557 555 862
488 369 540
271 295 71
165 516 546
30 499 451
297 772 716
536 192 599
698 213 156
338 442 991
70 617 761
204 744 329
736 238 514
296 626 41
149 426 631
408 532 897
643 742 137
276 401 7
760 286 361
706 99 629
6 613 448
610 399 387
743 523 955
219 447 112
823 39 661
382 28 460
533 551 697
671 64 969
205 184 161
815 325 417
220 258 604
130 644 575
451 423 728
504 161 243
795 686 205
168 52 346
578 723 354
107 76 156
277 224 413
287 48 790
464 33 322
611 806 743
500 303 66
417 162 415
317 100 847
144 338 912
80 706 658
5 443 808
227 841 737
542 418 911
473 376 991
481 119 451
809 94 718
430 112 765
756 560 698
403 318 610
763 844 573
535 780 459
158 178 869
468 616 399
45 838 118
462 47 521
513 49 467
580 344 886
494 354 148
16 169 9
582 381 560
646 500 645
717 455 37
338 503 513
501 40 694
597 581 974
402 492 784
829 118 328
115 694 812
84 561 432
552 374 542
237 760 306
297 412 259
115 424 385
159 228 272
269 259 337
709 176 133
344 634 579
574 451 760
662 355 731
51 459 35
457 688 855
469 742 452
755 749 368
121 653 562
503 120 762
104 195 842
836 110 370
257 691 775
823 832 216
289 126 46
53 229 919
530 474 472
833 481 465
432 91 680
543 523 39
580 15 44
386 131 983
149 558 1
756 303 121
695 261 941
480 413 992
1 154 248
603 484 947
456 106 436
378 805 533
420 145 362
309 57 416
536 546 885
374 698 469
762 677 153
291 598 948
10 135 432
83 36 499
419 831 392
739 426 784
